molecule,solvent,label
C(=C/c1c2ccccc2cc2ccccc12)\c1cnc2ccccc2c1,CC1CCCCC1,386
C(=C/c1c2ccccc2cc2ccccc12)\c1cnc2ccccc2c1,CC#N,386
O=c1c2ccccc2nc2n1[B-](F)(F)[n+]1ccccc1-2,O=c1c2ccccc2nc2n1[B-](F)(F)[n+]1ccccc1-2,386
c1ccc(-c2nc(-c3ccc(-c4nc(-c5ccccc5)c(-c5ccccc5)[nH]4)s3)[nH]c2-c2ccccc2)cc1,C1CCOC1,386
CC(=O)OC[C@@H]1O[C@H](N2C=CC3=Nc4nc(C)[n+](C)cc4CN3C2=O)[C@@H](O)[C@H]1O,CC#N,386
Cc1cccc2nc3c(=O)[nH]c(=O)[nH]c3nc12,O,386
CN(C)c1c2ccccc2cc2ccccc12,C1CCCCC1,386
CN(C)c1c2ccccc2cc2ccccc12,COCCOC,386
CN(C)c1c2ccccc2cc2ccccc12,C1CCOC1,386
CN(C)c1c2ccccc2cc2ccccc12,CC#N,386
CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(C#Cc2ccc3c4ccc(C#Cc5ccc(/C=C(/C#N)C(=O)O)cc5)cc4n(-c4ccc(C(F)(F)F)cc4)c3c2)cc1,ClCCl,386
c1ccc(N(c2ccccc2)c2ccc(-c3cccc4nc5ccccc5cc34)cc2)cc1,CCCCCC,386
c1ccc(N(c2ccccc2)c2ccc(-c3cccc4nc5ccccc5cc34)cc2)cc1,CCOCC,386
CC(C)(C)c1ccc2oc3nc4oc5ccc(N(c6ccccc6)c6ccccc6)cc5c4cc3c2c1,CC(C)(C)c1ccc2oc3nc4oc5ccc(N(c6ccccc6)c6ccccc6)cc5c4cc3c2c1,386
FC(F)(F)c1ccccc1B1c2ccccc2Nc2ccccc21,ClCCl,386
CCCCN1c2ccccc2B(c2ccccc2C(F)(F)F)c2ccccc21,ClCCl,386
Nc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CS(C)=O,386
COc1ccc(-c2cc3c(s2)c(-c2ccccc2)cc(=O)n3C)cc1,ClCCl,386
C(=C/c1nc2ccccc2s1)\c1ccc(-c2nc3c4cccnc4c4ncccc4c3[nH]2)cc1,C1CCOC1,386
C(=C/c1ccncn1)\c1ccc(N2CCCCC2)cc1,ClCCl,386
CN(C)c1ccc(-c2ccc(/C=C/c3ccncn3)cc2)cc1,ClCCl,386
C(=C/c1cnccn1)\c1ccc(N(c2ccccc2)c2ccccc2)cc1,CCCCCCC,386
O=P1(c2ccccc2)C2=C(c3ccccc31)S(=O)(=O)c1ccccc12,ClCCl,386
O=P1(c2ccccc2)C2=C(c3ccccc31)S(=O)(=O)c1ccccc12,CCO,386
CN(C)c1ccc(-c2ccc(/C=C/c3ccncn3)cc2)cc1,ClCCl,386
OCc1cc(/N=N\c2ccc(C#Cc3ccc4ccc5cccc6ccc3c4c56)cc2F)ccc1O,CS(C)=O,386
CCC1(CC)c2cc(/C=C/c3cccs3)ccc2-c2c1c1c(c3c2C(CC)(CC)c2cc(/C=C/c4cccs4)ccc2-3)C(CC)(CC)c2cc(/C=C/c3cccs3)ccc2-1,C1CCOC1,386
c1ccc(-c2c3ccccc3cc3ccccc23)cc1,C1CCOC1,386
O=C1c2cccn2[B-](F)(F)[n+]2ccccc21,Cc1ccccc1,386
CN(C)c1ccc(/C=C/c2ccc(C#N)cc2)cc1,CCCC#N,386
CCC1(CC)c2cc(/C=C/c3cccs3)ccc2-c2c1c1c(c3c2C(CC)(CC)c2cc(/C=C/c4cccs4)ccc2-3)C(CC)(CC)c2cc(/C=C/c3cccs3)ccc2-1,C1CCOC1,386
F[B-]1(F)Oc2ccccc2-c2nc(-c3ccccc3)c3ccccc3[n+]21,Cc1ccccc1,386
Nc1ccc2c(c1)-c1ccccc1C2=O,C1CCCCC1,386
COc1ccc(C#Cc2c(C#Cc3ccc(OC)cc3)c(C#Cc3ccc(OC)cc3)c(C#Cc3ccc(OC)cc3)c(C#Cc3ccc(OC)cc3)c2C#Cc2ccc(OC)cc2)cc1,ClCCl,386
CCn1c2ccccc2c2cc(C#Cc3cc(C#Cc4ccc5c(c4)c4ccccc4n5CC)ncn3)ccc21,ClCCl,386
CCn1c2ccccc2c2cc(C#Cc3cc(C#Cc4ccc5c(c4)c4ccccc4n5CC)ncn3)ccc21,CN(C)C=O,386
CCCCCCCCC1(CCCCCCCC)c2cc(C#Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc2-c2ccc(C=O)cc21,ClC(Cl)Cl,386
Oc1cc(N(c2ccccc2)c2ccccc2)ccc1-c1nc2c3ccccc3c3ccccc3c2[nH]1,C1CCOC1,386
N#Cc1c(-c2ccc([N+](=O)[O-])cc2)cc(-c2ccc([N+](=O)[O-])cc2)[nH]c1=O,ClC(Cl)Cl,386
CCN1c2ccc(/C=N/Nc3ccccn3)cc2Sc2cc(-c3ccc(C#N)cc3)ccc21,Cc1ccccc1,386
CCN1c2ccc(/C=N/Nc3ccccn3)cc2Sc2cc(-c3ccc(OC)cc3)ccc21,CS(C)=O,386
Brc1ccc(N/C=C/C=[NH+]c2ccc(Br)cc2)cc1,CS(C)=O,386
COc1ccc2c3c(c4ccc(OC)cc4c2c1)C1(c2ccccc2-c2ccccc21)c1ccccc1-3,C1CCCCC1,386
Cc1cc(C)c(B(c2ccc(-c3nc4c5ccccc5c5ccccc5c4[nH]3)cc2)c2c(C)cc(C)cc2C)c(C)c1,CS(C)=O,386
CC1(C)CC(=O)c2cc(F)cc(F)c2N1,CCO,386
Cc1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc(C)ccc1N2c1ccc(-c2nc(-c3ccccc3)cc(-c3ccccc3)n2)cc1,Cc1ccccc1,386
N#Cc1cc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)ccc1-c1ccc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1C#N,ClCCl,386
C(=C/c1ccc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1)\c1ccc(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,ClCCl,386
CCCCC1(c2ccccc2)Nc2ccccc2N=C1c1ccccc1,ClC(Cl)Cl,386
Cc1ccc2c3ccc(C)cc3c3cc4c(C)cc(=O)oc4cc3c2c1,ClC(Cl)Cl,386
Cc1cc(=O)oc2cc3c(cc12)c1c2ccccc2c2ccccc2c1c1c2ccccc2c2ccccc2c31,ClC(Cl)Cl,386
Cc1ccc(-c2cnc3nn4ccccc4c3c2)cc1,C1CCOC1,386
COc1ccc(-c2cnc3nn4ccccc4c3c2)cc1,C1CCOC1,386
CC(=O)c1ccc(-c2cnc3nn4ccccc4c3c2)cc1,C1CCOC1,386
COC(=O)C(Cc1ccc2oc(-c3c4ccccc4cc4ccccc34)nc2c1)NC(=O)OC(C)(C)C,O,386.0005327
CCCCCCCCN1c2ccc(C#Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)cc2Sc2cc(C=O)ccc21,ClC(Cl)Cl,386.0021466
Cc1cc(C)c2cc3cc(C)ncc3cc2c1,CCO,386.1003861
COC(=O)C(Cc1ccc2oc(-c3c4ccccc4cc4ccccc34)nc2c1)NC(=O)OC(C)(C)C,ClC(Cl)(Cl)Cl,386.3748764
Oc1ccc2ccc3cccc4ccc1c2c34,CN(C)C=O,386.3838337
CCCCCCCCCCCCCCCC[n+]1ccc(/C=C(\C)c2ccccc2)cc1,ClCCl,386.4
COC(=O)C(Cc1ccc2oc(-c3c4ccccc4cc4ccccc34)nc2c1)NC(=O)OC(C)(C)C,CNC=O,386.5003169
COC(=O)C(Cc1ccc2oc(-c3c4ccccc4cc4ccccc34)nc2c1)NC(=O)OC(C)(C)C,C1COCCO1,386.5003169
COC(=O)C(Cc1ccc2oc(-c3c4ccccc4cc4ccccc34)nc2c1)NC(=O)OC(C)(C)C,ClCCl,386.5242196
N#Cc1nnn(-c2ccnc3cc(Cl)ccc23)c1N,CO,386.6228494
Oc1ccc2ccc3cccc4ccc1c2c34,CN(C)C(=O)N(C)C,386.6527472
CN(C)c1cc(C#N)c(N(C)C)c(C#N)c1,CCCCCC,386.6976025
CN(C)c1cc(C#N)c(N(C)C)c(C#N)c1,CC(C)OC(C)C,386.6976025
COC(=O)C(Cc1ccc2oc(-c3c4ccccc4cc4ccccc34)nc2c1)NC(=O)OC(C)(C)C,CC(O)CO,386.7005932
CCCCCCCCCCCCCCCC[n+]1ccc(/C=C(\C)c2ccccc2)cc1,c1ccccc1,386.8
CN(C)c1cc(C#N)c(N(C)C)c(C#N)c1,O,386.8471954
CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)ccc1n2-c1ccc(-c2nc(-c3ccc(-n4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc54)cc3)nc(-c3ccc(P(=O)(c4ccccc4)c4ccccc4)cc3)n2)cc1,C1CCOC1,386.9330454
COC(=O)C(Cc1ccc2oc(-c3c4ccccc4cc4ccccc34)nc2c1)NC(=O)OC(C)(C)C,ClC(Cl)Cl,386.9744403
CN(C)c1ccc(C#Cc2ccc(C=O)cc2)cc1,CS(C)=O,386.996904
COC(=O)C(Cc1ccc2oc(-c3c4ccccc4cc4ccccc34)nc2c1)NC(=O)OC(C)(C)C,CC1COC(=O)O1,386.9998994
Cc1cc(=O)oc2c3c4c(cc12)CCCN4CCC3,CCO,387
CN(C)c1ccc(/C=C/c2nc3c4ccccc4c4ccccc4c3[nH]2)cc1,CCOC(C)=O,387
O=Cc1ccc2ccc3cccc4ccc1c2c34,CCCCCC,387
CC(=O)c1ccc2ccc3cccc4ccc1c2c34,Cc1ccccc1,387
Cc1cc(O)c(C(=O)/C=C/c2ccc(O)c(O)c2)c(=O)o1,ClCCl,387
c1ccc2c(-c3cc(-c4nccs4)nc(-c4nccs4)c3)c3ccccc3cc2c1,ClC(Cl)Cl,387
CN(C)c1ccc(/C=C/c2nc3c4ccccc4c4ccccc4c3[nH]2)cc1,CCOC(C)=O,387
O=CC1=C(c2ccc(-c3cccs3)s2)CC1,CC#N,387
CC1CC=C(c2ccc(-c3ccc(C=O)s3)s2)CC1,C1CCOC1,387
CC1CC=C(c2ccc(-c3ccc(C=O)s3)s2)CC1,CC#N,387
COC(=O)c1ccc(-c2nc3ccc(N(C)C)cc3s2)cc1,C1CCCCC1,387
CN(C)c1ccc2nc(-c3ccc(C(=O)Nc4ccccc4)cc3)sc2c1,C1CCCCC1,387
C(#Cc1ccccc1)C1=Cc2ccc3ccccc3c2NB1c1ccccc1,C1CCCCC1,387
C(=C/c1ccnc2ccccc12)\c1c2ccccc2cc2ccccc12,CC1CCCCC1,387
C(=C/c1ccnc2ccccc12)\c1c2ccccc2cc2ccccc12,CC#N,387
C(=C/c1c2ccccc2cc2ccccc12)\c1ccc2ccccc2c1,CC#N,387
COc1ccc2c(c1)-c1ccccc1C2=O,CCO,387
O=C1c2ccccc2C2=Nc3ccc4ccccc4[n+]3[B-](F)(F)N12,ClCCl,387
CCOC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)C1c1ccc(N(C)C)cc1,ClCCl,387
CCOC(=O)CCCCCn1c2ccc([N+](=O)[O-])cc2c(=O)c2cc([N+](=O)[O-])ccc21,CCO,387
CC1(C)C(=O)C=Cc2ccc(N3CCC3)cc21,O,387
CN(C)c1ccc2nc(-c3ccc(C(=O)O)cc3)sc2c1,C1CCCCC1,387
CN(c1ccccc1)c1c([O-])/c(=[N+](\C)c2ccccc2)c1=O,CN(C)C=O,387
COC(=O)/C=C/C=C/c1ccc(N(C)C)cc1,CCO,387
COC(=O)/C=C/C=C/c1ccc(N(C)C)cc1,CO,387
O=C(O)c1c2ccccc2c(C(=O)O)c2ccccc12,C1CCOC1,387
CN(C)c1c2ccccc2cc2ccccc12,C1COCCO1,387
Cc1cc(C)c(B(c2ccccc2-n2c3ccccc3c3ccccc32)c2c(C)cc(C)cc2C)c(C)c1,Cc1ccccc1,387
CCCCC(CC)Cn1c2cc(C#N)ccc2c2ccc(C#N)cc21,ClCCl,387
CCCCCCCCCC1(CCCCCCCCC)c2cc(C#Cc3ccc(C#Cc4ccc(N(CCCCCC)CCCCCC)cc4)cc3)ccc2-c2ccc(C#Cc3ccc(C#Cc4ccc(N(CCCCCC)CCCCCC)cc4)cc3)cc21,Cc1ccccc1,387
CN(C)c1ccc2c(c1)C(=O)NC2=O,CC(C)(C)O,387
CCCCCCN(CCCCCC)c1ccc(C#Cc2ccc(N(CCCCCC)CCCCCC)cc2)cc1,ClCCl,387
CN(C)c1ccc(/C=C2\CCCC2=O)cc1,S=C=S,387
O=P1(c2ccccc2)C(c2ccccc2)=Cc2cc3ccccc3cc21,ClCCl,387
O=P1(c2ccccc2)C(c2ccc(C(F)(F)F)cc2)=Cc2cc3ccccc3cc21,ClCCl,387
S=P1(c2ccccc2)C(c2ccccc2)=Cc2cc3ccccc3cc21,ClCCl,387
O=P1(c2ccccc2)C(c2ccc(C3=Cc4ccccc4P3(=O)c3ccccc3)cc2)=Cc2ccccc21,C1CCOC1,387
N#Cc1c(C#N)c2ccccc2c2ccccc12,N#Cc1c(C#N)c2ccccc2c2ccccc12,387
c1cc(-c2c3ccccc3cc3ccccc23)cc(-c2c3ccccc3cc3ccccc23)c1,C1CCOC1,387
N#Cc1ccc2nc3[nH]c(=O)[nH]c(=O)c3nc2c1,ClCCCl,387
CN(C)c1ccc(/C=C/c2nc3ccccc3s2)cc1,CCCCCCC,387
C[n+]1ccc2c(ccc3c[n+](C)ccc32)c1,CC#N,387
N#Cc1ccc(/C=C/C=C/C2=NC3C(=O)NC(N)=NC3N2[C@H]2C[C@H](O)[C@@H](CO)O2)cc1,CC#N,387
CCn1c2ccccc2c2cc(-c3cc(-c4ccc5c(c4)c4ccccc4n5CC)nc(C#N)n3)ccc21,CN(C)C=O,387
CCCCCCCCC1(CCCCCCCC)c2cc(C#CC#Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc2-c2ccc(C=O)cc21,Cc1ccccc1,387
CC[N+]1(CC)CN2C(=N1)C(C(=O)O)=Cc1cc(Oc3ccccc3)ccc12,O,387
CCN1c2ccc(/C=N/Nc3ccccn3)cc2Sc2cc(-c3ccccc3)ccc21,CS(C)=O,387
COc1c(/C=N/Nc2ccc(C#N)cc2)ccc2ccccc12,CCCCCC,387
N#Cc1ccc(N/N=C/c2ccc3ccccc3c2O)cc1,N#Cc1ccc(N/N=C/c2ccc3ccccc3c2O)cc1,387
F[B-]1(F)n2c(nc(-c3ccccc3)c2-c2ccccc2)-c2cccc[n+]21,C1COCCO1,387
N#C/C(=C\c1cn(-c2ccccc2)nc1-c1ccccc1)c1nc2ccccc2s1,Cc1ccccc1,387
Cc1cc(C)c(B(c2c(C)cc(C)cc2C)c2c(C)cc(-n3c4ccc(N(c5ccccc5)c5ccccc5)cc4c4cc(N(c5ccccc5)c5ccccc5)ccc43)cc2C)c(C)c1,Cc1ccccc1,387
Cc1cc(C)c(C)c(B(c2c(C)c(C)c(N3c4ccccc4Oc4ccccc43)c(C)c2C)c2c(C)c(C)c(N3c4ccccc4Oc4ccccc43)c(C)c2C)c1C,CC(C)(C)c1ccc(-n2c3ccc([Si](c4ccccc4)(c4ccccc4)c4ccccc4)cc3c3cc([Si](c4ccccc4)(c4ccccc4)c4ccccc4)ccc32)cc1,387
CCCCC(CC)Cn1c2ccccc2c2cc(-c3cc4c(cc3F)-c3cc(F)c(-c5ccc6c(c5)c5ccccc5n6CC(CC)CCCC)cc3S4(=O)=O)ccc21,ClC(Cl)Cl,387
CC(C)(C)c1ccc(-c2nc3c4ccc(-c5ccc6ccccc6c5)cc4c4cc(-c5ccc6ccccc6c5)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5ccc6ccccc6c5)cc4c4cc(-c5ccc6ccccc6c5)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1,387
c1ccc(-c2cc(-c3ccccc3)cc(-c3ccc4c(c3)C3(c5ccccc5-4)c4ccccc4-c4c3c3c5ccccc5c(-c5cc(-c6ccccc6)cc(-c6ccccc6)c5)cc3c3ccccc43)c2)cc1,C1CCOC1,387
c1ccc2c(c1)-c1ccccc1C21c2ccccc2-c2c1c1c3ccccc3ccc1c1ccccc21,c1ccc2c(c1)-c1ccccc1C21c2ccccc2-c2c1c1c3ccccc3ccc1c1ccccc21,387
CC(C)[Si]1(C(C)C)c2cc(C#N)ccc2-c2ccc(N(c3ccccc3)c3ccccc3)cc21,CS(C)=O,387
O=C(O)c1ccc(-c2cnc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)s2)cc1,CO,387
c1ccc(N(c2ccccc2)c2ccc(-c3ncc(-c4cccs4)s3)cc2)cc1,CO,387
CCCCCCCCc1ccc(-n2c3c(c4c2c2c(n4-c4ccc(CCCCCCCC)cc4)-c4ccccc4NB2c2ccccc2)B(c2ccccc2)Nc2ccccc2-3)cc1,Cc1ccccc1,387
Cc1c(COC(=O)c2ccc(I)cc2)n2c(OCC(=O)c3ccc(I)cc3)c(C)c(=O)n2c1=O,CCO,387
CC(C)(C)c1ccc2c(c1)c1cc(C(C)(C)C)cc3c1n2B1c2c-3cccc2-c2cc(C(C)(C)C)cc3c4cc(C(C)(C)C)ccc4n1c23,C1CCOC1,387
CCCCCCCCCCCCCCCC[n+]1ccc(/C=C(\C)c2ccccc2)cc1,C1COCCO1,387.4
CN(C)c1cc(C#N)c(N(C)C)c(C#N)c1,C1CCCCC1,387.4467261
COC(=O)C(Cc1ccc2oc(-c3c4ccccc4cc4ccccc34)nc2c1)NC(=O)OC(C)(C)C,CN(C)C=O,387.4992734
CCOC(=O)c1sc(SC)c2c(=O)n(C)nnc12,C1CCOC1,387.5
CCOC(=O)c1sc(SC)c2c(=O)[nH]nnc12,CS(C)=O,387.5
CN(C)c1cc(C#N)c(N(C)C)c(C#N)c1,CCCCOCCCC,387.5968992
Oc1ccc2ccc3cccc4ccc1c2c34,CS(C)=O,387.7020897
c1ccc(-c2nc(-c3ccccc3)nc(-c3ccc(-c4ccc5c(c4)C4(c6ccccc6-c6ccccc64)c4ccccc4N5c4ccccc4)cc3)n2)cc1,c1cc(-c2cccc(-n3c4ccccc4c4ccccc43)c2)cc(-n2c3ccccc3c3ccccc32)c1,387.776607
CCOc1ccc2c(-c3nc(-c4ccccc4)no3)cc(=O)oc2c1,CCO,388
CCOc1ccc2c(-c3nc(-c4cccc(Br)c4)no3)cc(=O)oc2c1,CCO,388
COc1ccc2oc(=N)c(C#N)cc2c1,ClCCl,388
CCOC(=O)/N=c1/oc2ccc(OC)cc2cc1C#N,ClCCl,388
CC(C)c1ccc(/C=C/c2nc3ccc(N(C)C)cc3s2)cc1,C1CCCCC1,388
COc1ccc(-c2csc(/C(C#N)=C/c3ccncc3)n2)cc1,CN(C)C=O,388
O=CC1=C(c2ccc(-c3cccs3)s2)CC1,C1CCOC1,388
CN(C)c1ccc2nc(-c3ccc(C(=O)Nc4ccccc4)cc3)sc2c1,CC#N,388
Cc1ccc(-c2ccc(/C=C/c3cccn3C)cn2)nc1,CS(C)=O,388
Cc1ccc2nc3[nH]c(=O)[nH]c(=O)c3nc2c1C,CC#N,388
Cc1ccc(C)c2nc3c(=O)[nH]c(=O)[nH]c3nc12,CC#N,388
Cc1cc(C)c2nc3[nH]c(=O)[nH]c(=O)c3nc2c1,CC#N,388
CC(C)c1ccc(/C=C/c2nc3ccc(N(C)C)cc3s2)cc1,C1CCCCC1,388
CN(C)c1ccc2nc(-c3ccc(C(=O)Nc4ccccc4)cc3)sc2c1,CC#N,388
CC(=O)OC[C@@H]1O[C@H](N2C=CC3=Nc4nc(C)[n+](C)cc4CN3C2=O)[C@@H](O)[C@H]1O,CCO,388
CN(C)c1ccc2c(c1)COc1c-2oc2ccccc2c1=O,CCOC(C)=O,388
CN(C)c1c2ccccc2cc2ccccc12,CN(C)C=O,388
CN(C)c1c2ccccc2cc2ccccc12,OCCO,388
C(=C/c1ccccc1/C=C/c1c2ccccc2cc2ccccc12)\c1ccncc1,C1CCOC1,388
C(=C/c1cccc(/C=C/c2c3ccccc3cc3ccccc23)c1)\c1ccncc1,C1CCOC1,388
O=c1c2ccccc2sc2ccc(-n3c4ccccc4c4ccccc43)cc12,CCCCCC,388
O=c1c2ccccc2sc2ccc(-n3c4ccccc4c4ccccc43)cc12,Cc1ccccc1,388
O=c1c2ccccc2sc2ccc(-n3c4ccccc4c4ccccc43)cc12,ClC(Cl)Cl,388
O=c1c2ccccc2sc2ccc(-n3c4ccccc4c4ccccc43)cc12,C1CCOC1,388
O=c1c2ccccc2sc2ccc(-n3c4ccccc4c4ccccc43)cc12,ClCCl,388
FC(F)(F)c1ccc(B2c3ccccc3Nc3ccccc32)c(C(F)(F)F)c1,ClCCl,388
c1ccc(-c2c3c(c(-c4ccccc4)c4cc5ccccc5cc24)Cc2c(c(-c4ccccc4)c4cc5ccccc5cc4c2-c2ccccc2)C3)cc1,CCCCCC,388
c1ccc(-c2c3c(c(-c4ccccc4)c4cc5ccccc5cc24)Cc2c(c(-c4ccccc4)c4cc5ccccc5cc4c2-c2ccccc2)C3)cc1,CO,388
Cn1c(=O)cc(C(=O)c2ccccc2)c2sc(-c3ccc(C(F)(F)F)cc3)cc21,CC#N,388
CN(C)c1ccc2c(c1)C(=O)NC2=O,CC#N,388
COc1ccc2oc(-c3cc4cc(OC)ccc4oc3=O)cc2c1,Cc1ccccc1,388
COc1ccc2cc(-c3cc4ccc(OC)cc4oc3=O)oc2c1,CC#N,388
CCN(CC)c1cccc2c1ccc1c(=O)oc(-c3ccc(C(F)(F)F)cc3)cc12,CCCCCC,388
C[P+]1(c2ccccc2)C2=C(c3ccccc31)S(=O)(=O)c1ccccc12,CC#N,388
CCOC(=O)/C(C#N)=C\c1ccc2c(c1)c1ccccc1n2-c1ccc(C)cc1,CC(C)=O,388
CCOC(=O)c1sc(SC)c2c(=O)n(C)nnc12,CC#N,388
c1ccc(-c2nc(-c3ccccn3)sc2N(c2ccccc2)c2ccccc2)cc1,ClC(Cl)Cl,388
O=C1O/C(=C2/C(=O)Oc3ccccc32)C(O)=C1c1ccccc1,ClC(Cl)Cl,388
CCCCCCN1C(=O)c2cccc3c(-c4ccc(-c5cc(-c6ccccc6)nn5-c5ccccc5)s4)ccc(c23)C1=O,ClCCl,388
Cc1cc(N(C)C)cc(C)c1/C=C/C=C/c1ccc(C#N)cc1,CCOCC,388
CC(=O)c1ccc(/C=C/C=C/C2=NC3C(=O)NC(N)=NC3N2[C@H]2C[C@H](O)[C@@H](CO)O2)cc1,CO,388
CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CC(C)=O,388
CCn1c2ccccc2c2cc(C#Cc3cc(C#Cc4ccc5c(c4)c4ccccc4n5CC)nc(OC)n3)ccc21,C1CCOC1,388
CCCCCCCCC1(CCCCCCCC)c2cc(C#Cc3ccc(N(c4ccccc4)c4ccccc4)cc3)ccc2-c2ccc(C=O)cc21,Cc1ccccc1,388
Oc1cc(N(c2ccccc2)c2ccccc2)ccc1-c1nc2c3ccccc3c3ccccc3c2[nH]1,CS(C)=O,388
Oc1c(-c2nc3c4ccc(-c5ccccc5)cc4c4cc(-c5ccccc5)ccc4c3[nH]2)ccc2c1c1ccccc1n2-c1ccccc1,CO,388
CN(C)c1ccc2c(c1)COc1c-2oc2ccccc2c1=O,CCOC(C)=O,388
N#Cc1c(-c2ccc(Br)cc2)cc(-c2ccc(Br)cc2)[nH]c1=O,CN(C)C=O,388
COc1ccc(C(=Cc2ccc(/C=C(\C#N)c3ccccc3)cc2)c2ccc(OC)cc2)cc1,C1CCOC1,388
COc1ccc(C(=Cc2ccc(C#N)cc2)c2ccc(OC)cc2)cc1,COc1ccc(C(=Cc2ccc(C#N)cc2)c2ccc(OC)cc2)cc1,388
CCN1c2ccc(/C=N/Nc3ccccn3)cc2Sc2cc(-c3ccc(C#N)cc3)ccc21,ClCCl,388
O=C1c2cc(-n3c4ccccc4c4ccccc43)c(-n3c4ccccc4c4ccccc43)cc2C(=O)N1c1ccccc1,Cc1ccccc1,388
F[B-]1(F)n2c(nc(-c3ccccc3)c2-c2ccccc2)-c2cccc[n+]21,ClC(Cl)Cl,388
O=[N+]([O-])c1ccc(N/C=C/C=[NH+]c2ccc([N+](=O)[O-])cc2)cc1,CS(C)=O,388
C(=C/c1cc2ccccc2c2ccccc12)\c1c2ccccc2cc2ccccc12,C1CCOC1,388
COc1ccc2c3c(c4ccc(OC)cc4c2c1)C(C)(C)c1ccccc1-3,C1CCCCC1,388
CCCCCCCCOc1ccc2c3c(c4ccc(OCCCCCCCC)cc4c2c1)C(C)(C)c1ccccc1-3,C1CCCCC1,388
N#C/C(=C\c1cn(-c2ccccc2)nc1-c1ccccc1)c1nc2ccccc2s1,CN(C)C=O,388
C(=C/c1ccc(-c2cccc3ccccc23)s1)\c1ccc(-c2cccc3ccccc23)s1,ClCCl,388
Oc1ccc(-c2ccco2)cc1-c1nc2ccccc2s1,O,388
N#CC(C#N)=Cc1ccc(-c2ccc(-c3nc4ccccc4s3)c(O)c2)s1,O,388
CC(C)(C)NC(=O)c1ccc(C(=O)NC(C)(C)C)c2c1c1c3ccccc3c3ccccc3c1c1c3ccccc3c3ccccc3c21,ClCCl,388
c1ccc(-c2cc(-c3ccc(-c4nc(-c5ccccn5)c(-c5ccccn5)[nH]4)cc3)cc(-c3ccccn3)n2)nc1,ClCCl,388
CC(C)[Si]1(C(C)C)c2cc(C#N)ccc2-c2ccc(N(c3ccccc3)c3ccccc3)cc21,ClCCl,388
CCC1(CC)c2cc(C=O)ccc2-c2ccc(N(C)C)cc21,c1ccccc1,388
CCC1(CC)c2cc(C=O)ccc2-c2ccc(N(C)C)cc21,CCO,388
OCc1cc2c(cc3ccc4cccc5ccc2c3c45)[nH]1,CCOC(C)=O,388
C(#Cc1nc2ccccc2s1)c1ccc(N(c2ccccc2)c2ccccc2)cc1,Cc1ccccc1,388
O=c1oc2ccccc2c2c1c(=O)oc1cc(O)cc(O)c12,CS(C)=O,388
N#Cc1cc2ccc3cccc4ccc(c1)c2c34,CCCCCC,388
O=C1c2ccccc2-c2c(-c3cccc(Cl)c3O)[nH]c(=O)n21,CC#N,388
c1ccc(B2Nc3cc4c(cc3-c3occc32)NB(c2ccccc2)c2ccoc2-4)cc1,ClCCl,388
CCCCCCCCN1c2ccc(C#Cc3ccc(F)cc3)cc2Sc2cc(C=O)ccc21,CS(C)=O,388.0001712
CN(C)c1ccc(C#Cc2ccc(C=O)cc2)cc1,CC(C)=O,388.0029488
Oc1ccc2ccc3cccc4ccc1c2c34,CN(C)P(=O)(N(C)C)N(C)C,388.3344336
CN(C)c1cc(C#N)c(N(C)C)c(C#N)c1,CCCCCOCCCCC,388.5003885
COC(=O)C(Cc1ccc2oc(-c3c4ccccc4cc4ccccc34)nc2c1)NC(=O)OC(C)(C)C,NC=O,388.5003885
c1ccn(-c2ccc(-c3cc(-c4ccc(-n5cccc5)cc4)cc(-c4ccc(-n5cccc5)cc4)c3)cc2)c1,ClCCl,388.7195122
CN(C)c1ccc(/C=C/c2nc3c4ccccc4c4ccccc4c3[nH]2)cc1,C1COCCO1,389
CN(C)c1ccc(/C=C/c2nc3c4ccccc4c4ccccc4c3[nH]2)cc1,COC(C)=O,389
CN(C)c1ccc(/C=C/c2nc3c4ccccc4c4ccccc4c3[nH]2)cc1,CC#N,389
CC1(C)CC(NCc2ccc3ccc4cccc5ccc2c3c45)CC(C)(C)N1,ClC(Cl)Cl,389
C(=C/c1nc2ccccc2[nH]1)\c1ccc(/C=C/c2nc3ccccc3[nH]2)cc1,C1CCOC1,389
